CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,TotalCharges
CUST0588,Male,0,No,Yes,32,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.77,No,1304.64
CUST0589,Female,1,Yes,No,61,Yes,No,Fiber optic,No,No internet service,No,No,Two year,Yes,Credit card,84.87,No,5177.07
CUST0590,Male,0,No,Yes,49,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card,107.12,Yes,5248.88
CUST0591,Male,1,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,94.83,Yes,1706.94
CUST0592,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Credit card,106.88,No,7267.84
CUST0593,Male,0,Yes,No,65,Yes,No,DSL,No,No,No internet service,Yes,Two year,No,Mailed check,73.66,No,4787.9
CUST0594,Female,0,Yes,No,46,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Two year,No,Electronic check,95.19,Yes,4378.74
CUST0595,Female,0,Yes,Yes,38,Yes,Yes,No,Yes,Yes,No internet service,No,One year,Yes,Bank transfer,34.01,Yes,1292.38
CUST0596,Female,0,Yes,No,67,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,One year,Yes,Bank transfer,54.83,No,3673.61
CUST0597,Male,0,No,No,32,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,Two year,No,Credit card,58.95,Yes,1886.4
CUST0598,Male,0,Yes,Yes,12,Yes,No,No,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,71.13,No,853.56
CUST0599,Female,0,No,No,53,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,112.91,No,5984.23
CUST0600,Female,0,Yes,Yes,6,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Two year,No,Mailed check,107.43,Yes,644.58
CUST0601,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card,33.45,No,434.85
CUST0602,Female,1,No,Yes,18,Yes,No phone service,DSL,No,No,No internet service,No,Two year,Yes,Mailed check,37.28,Yes,671.04
CUST0603,Female,1,Yes,Yes,53,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,55.76,No,2955.28
CUST0604,Female,1,No,No,19,Yes,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer,49.07,No,932.33
CUST0605,Male,1,No,No,28,Yes,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card,81.48,Yes,2281.44
CUST0606,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Two year,Yes,Electronic check,110.28,Yes,2536.44
CUST0607,Male,0,No,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Two year,No,Mailed check,116.23,Yes,7206.26
CUST0608,Female,0,No,No,56,Yes,No phone service,Fiber optic,No,Yes,No,Yes,One year,No,Electronic check,85.36,Yes,4780.16
CUST0609,Female,0,Yes,No,7,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,103.82,No,726.74
CUST0610,Female,0,No,Yes,61,Yes,No phone service,No,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,72.52,No,4423.72
CUST0611,Male,0,Yes,Yes,28,Yes,No,DSL,No internet service,No,Yes,Yes,Month-to-month,No,Credit card,40.83,No,1143.24
CUST0612,Female,0,Yes,No,16,Yes,No phone service,DSL,No internet service,Yes,Yes,No,One year,Yes,Bank transfer,72.47,No,1159.52
CUST0613,Female,0,Yes,Yes,65,Yes,Yes,DSL,Yes,No internet service,No,No,Two year,Yes,Bank transfer,75.51,No,4908.15
CUST0614,Female,0,Yes,Yes,5,Yes,No phone service,No,No,No,No internet service,No,One year,No,Electronic check,94.25,No,471.25
CUST0615,Female,0,No,Yes,57,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,One year,Yes,Credit card,41.99,No,2393.43
CUST0616,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,No,No,No,Two year,No,Bank transfer,56.83,No,3864.44
CUST0617,Male,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,Yes,No internet service,One year,No,Mailed check,56.4,No,1522.8
CUST0618,Female,1,No,Yes,61,Yes,Yes,No,No,No,No internet service,No,Two year,Yes,Mailed check,115.94,No,7072.34
CUST0619,Male,0,Yes,Yes,40,Yes,No,DSL,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card,64.39,No,2575.6
CUST0620,Male,0,Yes,Yes,68,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,One year,No,Electronic check,95.51,No,6494.68
CUST0621,Female,1,No,Yes,40,Yes,No,No,No internet service,No internet service,Yes,No internet service,Two year,No,Credit card,95.08,No,3803.2
CUST0622,Female,1,No,Yes,48,No,Yes,DSL,No,No,No internet service,No internet service,Two year,No,Electronic check,46.55,No,2234.4
CUST0623,Male,1,No,Yes,48,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,One year,No,Credit card,77.19,No,3705.12
CUST0624,Female,0,No,Yes,70,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,109.43,No,7660.1
CUST0625,Male,0,No,Yes,2,Yes,No,No,No internet service,No,No,No,One year,Yes,Credit card,67.52,No,135.04
CUST0626,Female,0,No,No,9,Yes,No,DSL,Yes,No internet service,No internet service,Yes,Two year,Yes,Bank transfer,114.51,No,1030.59
CUST0627,Male,0,No,Yes,34,Yes,Yes,No,No,No,No,No internet service,Month-to-month,No,Bank transfer,41.45,No,1409.3
CUST0628,Female,0,Yes,No,1,Yes,No phone service,DSL,Yes,No,Yes,Yes,One year,Yes,Credit card,27.42,Yes,27.42
CUST0629,Male,0,No,Yes,23,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,109.15,No,2510.45
CUST0630,Male,0,No,Yes,37,Yes,No,No,No,Yes,Yes,No internet service,One year,Yes,Electronic check,104.77,No,3876.49
CUST0631,Male,0,No,Yes,21,Yes,No phone service,No,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,119.26,Yes,2504.46
CUST0632,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,87.94,No,2198.5
CUST0633,Male,0,Yes,No,42,Yes,Yes,DSL,No,No,No internet service,No,Month-to-month,Yes,Electronic check,113.67,No,4774.14
CUST0634,Male,0,No,Yes,54,No,No,DSL,No internet service,No,Yes,No,Month-to-month,Yes,Credit card,102.69,No,5545.26
CUST0635,Female,0,No,Yes,38,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,104.44,Yes,3968.72
CUST0636,Female,0,No,No,28,Yes,No phone service,No,No internet service,No,No internet service,No,One year,Yes,Electronic check,76.91,Yes,2153.48
CUST0637,Male,1,Yes,No,19,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,58.24,No,1106.56
CUST0638,Male,0,Yes,Yes,40,Yes,No phone service,DSL,No,No internet service,No internet service,No,Month-to-month,No,Credit card,113.46,No,4538.4
CUST0639,Female,0,No,No,53,Yes,No,DSL,No,Yes,Yes,No,Two year,Yes,Bank transfer,63.21,No,3350.13
CUST0640,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,73.88,No,1403.72
CUST0641,Female,0,No,No,18,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,Two year,No,Mailed check,64.61,No,1162.98
CUST0642,Female,0,Yes,Yes,65,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,Two year,No,Credit card,76.48,No,4971.2
CUST0643,Female,0,Yes,Yes,29,Yes,No phone service,No,No internet service,No,Yes,No,Two year,No,Credit card,67.05,No,1944.45
CUST0644,Male,0,No,Yes,52,Yes,Yes,Fiber optic,No,No internet service,No,Yes,One year,Yes,Credit card,24.8,No,1289.6
CUST0645,Female,0,No,No,33,Yes,No,DSL,No,Yes,No,No,One year,No,Bank transfer,108.2,No,3570.6
CUST0646,Male,1,No,Yes,21,Yes,No phone service,DSL,No,No,Yes,No internet service,Two year,No,Bank transfer,64.44,No,1353.24
CUST0647,Male,0,No,No,66,Yes,No,No,No internet service,No,No,Yes,One year,Yes,Mailed check,78.89,No,5206.74
CUST0648,Male,0,Yes,Yes,5,Yes,Yes,DSL,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,33.92,No,169.6
CUST0649,Female,1,Yes,Yes,26,Yes,Yes,DSL,Yes,No,No internet service,No,One year,Yes,Credit card,20.34,No,528.84
CUST0650,Male,1,Yes,No,9,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,44.53,No,400.77
CUST0651,Male,0,No,Yes,47,No,Yes,DSL,No internet service,Yes,No,No,Month-to-month,No,Electronic check,90.46,No,4251.62
CUST0652,Female,0,Yes,No,69,Yes,No,DSL,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer,29.92,Yes,2064.48
CUST0653,Male,0,No,No,58,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,One year,No,Credit card,110.89,No,6431.62
CUST0654,Male,0,Yes,Yes,58,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Two year,No,Credit card,41.5,Yes,2407.0
CUST0655,Female,0,No,No,1,Yes,No phone service,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,40.46,Yes,40.46
CUST0656,Male,0,No,Yes,28,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,38.15,No,1068.2
CUST0657,Male,0,Yes,Yes,67,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,One year,No,Electronic check,21.4,Yes,1433.8
CUST0658,Male,1,No,No,64,Yes,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,97.18,Yes,6219.52
CUST0659,Female,1,No,Yes,25,Yes,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card,107.5,No,2687.5
CUST0660,Female,0,Yes,No,9,Yes,No phone service,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,81.42,No,732.78
CUST0661,Female,0,No,Yes,52,No,Yes,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer,38.82,No,2018.64
CUST0662,Male,0,No,Yes,58,Yes,No,No,No internet service,Yes,No,No,Two year,No,Electronic check,48.53,Yes,2814.74
CUST0663,Male,0,No,Yes,21,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Two year,No,Mailed check,67.59,Yes,1419.39
CUST0664,Female,0,Yes,Yes,50,Yes,Yes,DSL,Yes,Yes,No,No,Month-to-month,Yes,Credit card,115.43,Yes,5771.5
CUST0665,Male,0,Yes,Yes,47,Yes,No,No,No internet service,Yes,No internet service,No,One year,No,Bank transfer,44.74,No,2102.78
CUST0666,Male,0,No,No,20,Yes,No phone service,No,Yes,No,No,No internet service,Two year,Yes,Electronic check,93.16,No,1863.2
CUST0667,Female,0,Yes,No,21,Yes,Yes,DSL,No,Yes,No internet service,No,Two year,No,Mailed check,63.94,No,1342.74
CUST0668,Female,0,No,No,29,Yes,Yes,DSL,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,49.78,No,1443.62
CUST0669,Male,0,No,No,24,Yes,No phone service,DSL,No,No internet service,Yes,No,Two year,Yes,Electronic check,65.59,Yes,1574.16
CUST0670,Male,0,No,No,27,Yes,No phone service,DSL,No,No,No internet service,No,One year,Yes,Credit card,27.12,No,732.24
CUST0671,Male,0,No,No,64,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,99.87,No,6391.68
CUST0672,Female,1,No,Yes,44,Yes,Yes,DSL,No,Yes,No internet service,No,Month-to-month,No,Mailed check,44.33,No,1950.52
CUST0673,Female,0,Yes,Yes,67,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,One year,No,Bank transfer,92.54,No,6200.18
CUST0674,Female,0,No,No,6,Yes,No phone service,DSL,No,No internet service,Yes,Yes,One year,Yes,Bank transfer,26.83,No,160.98
CUST0675,Female,0,Yes,No,48,Yes,No,DSL,No internet service,Yes,No,No internet service,One year,No,Mailed check,115.51,No,5544.48
CUST0676,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,39.3,No,314.4
CUST0677,Female,0,No,Yes,35,Yes,Yes,DSL,No,Yes,No,Yes,One year,No,Mailed check,108.27,No,3789.45
CUST0678,Female,0,No,Yes,0,Yes,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,100.95,No,0.0
CUST0679,Female,0,Yes,No,9,Yes,No,No,No internet service,Yes,No,No internet service,One year,No,Credit card,116.79,No,1051.11
CUST0680,Female,0,Yes,No,35,Yes,No phone service,DSL,No,Yes,No,Yes,Month-to-month,No,Bank transfer,67.79,No,2372.65
CUST0681,Female,1,Yes,No,45,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,92.74,No,4173.3
CUST0682,Male,0,No,Yes,31,Yes,No,No,Yes,No,Yes,No internet service,Two year,No,Bank transfer,57.07,Yes,1769.17
CUST0683,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,One year,Yes,Mailed check,38.44,Yes,1191.64
CUST0684,Female,1,No,No,5,Yes,No,No,Yes,No,No,Yes,Two year,No,Electronic check,64.31,No,321.55
CUST0685,Male,0,No,No,47,Yes,Yes,DSL,No,No,Yes,Yes,One year,Yes,Electronic check,36.57,Yes,1718.79
CUST0686,Female,1,No,Yes,37,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,118.2,No,4373.4
CUST0687,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,One year,Yes,Electronic check,29.62,Yes,473.92
CUST0688,Male,0,No,Yes,26,No,No,Fiber optic,No,No internet service,Yes,Yes,One year,Yes,Credit card,78.92,No,2051.92
CUST0689,Male,0,No,Yes,53,Yes,No,No,No,Yes,No internet service,No internet service,One year,No,Electronic check,82.65,No,4380.45
CUST0690,Female,0,No,No,49,Yes,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,73.81,No,3616.69
CUST0691,Female,0,No,Yes,34,Yes,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card,86.22,No,2931.48
CUST0692,Female,0,No,Yes,24,No,No,DSL,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,31.62,No,758.88
CUST0693,Male,0,Yes,Yes,27,Yes,No phone service,No,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,75.5,No,2038.5
CUST0694,Female,0,No,No,14,Yes,Yes,DSL,No internet service,No,Yes,No,Two year,No,Bank transfer,48.72,Yes,682.08
CUST0695,Female,0,No,No,3,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,114.02,No,342.06
CUST0696,Female,1,Yes,Yes,26,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Two year,No,Electronic check,96.21,No,2501.46
CUST0697,Male,1,No,Yes,25,Yes,No phone service,DSL,No internet service,Yes,No,No,One year,Yes,Mailed check,117.25,Yes,2931.25
CUST0698,Female,1,Yes,Yes,18,Yes,No,No,Yes,No,No internet service,Yes,One year,No,Electronic check,23.76,No,427.68
CUST0699,Female,0,No,No,16,Yes,No,DSL,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card,48.51,Yes,776.16
CUST0700,Male,0,Yes,No,42,No,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,39.54,No,1660.68
CUST0701,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No internet service,No,No,No,Month-to-month,No,Electronic check,21.12,No,844.8
CUST0702,Female,0,No,Yes,41,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,44.23,No,1813.43
CUST0703,Male,0,No,No,49,Yes,No phone service,No,Yes,No,Yes,No internet service,Two year,No,Credit card,87.88,Yes,4306.12
CUST0704,Female,0,No,Yes,39,Yes,No,No,Yes,No,No,Yes,Two year,No,Bank transfer,43.11,No,1681.29
CUST0705,Male,0,Yes,Yes,38,Yes,Yes,DSL,No,No,No,Yes,Two year,No,Credit card,70.9,No,2694.2
CUST0706,Male,0,Yes,Yes,22,Yes,No phone service,DSL,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,108.78,No,2393.16
CUST0707,Female,0,Yes,No,51,Yes,No phone service,No,No internet service,No,No internet service,No,One year,No,Mailed check,89.38,No,4558.38
CUST0708,Female,0,No,Yes,46,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,One year,No,Electronic check,59.46,No,2735.16
CUST0709,Female,0,Yes,No,62,Yes,No,DSL,No,No,No internet service,No,Two year,Yes,Bank transfer,57.25,Yes,3549.5
CUST0710,Female,1,Yes,No,68,No,Yes,No,Yes,No,No internet service,No,One year,No,Mailed check,65.57,No,4458.76
CUST0711,Male,0,No,Yes,42,Yes,No phone service,No,No,No,No,Yes,One year,Yes,Credit card,37.7,Yes,1583.4
CUST0712,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,No internet service,Yes,No,No,One year,No,Mailed check,83.4,Yes,3919.8
CUST0713,Male,0,Yes,No,33,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Mailed check,56.42,No,1861.86
CUST0714,Female,0,No,Yes,39,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,105.24,Yes,4104.36
CUST0715,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Month-to-month,No,Electronic check,95.66,No,5739.6
CUST0716,Female,0,No,Yes,49,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,One year,No,Bank transfer,81.05,No,3971.45
CUST0717,Male,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,56.42,No,3723.72
CUST0718,Female,0,No,No,61,Yes,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card,40.99,No,2500.39
CUST0719,Female,0,No,No,57,Yes,No phone service,DSL,No internet service,No,No,Yes,Two year,No,Mailed check,97.62,No,5564.34
CUST0720,Female,0,No,No,32,Yes,No,DSL,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,68.64,No,2196.48
CUST0721,Female,1,Yes,Yes,15,Yes,Yes,DSL,Yes,No,Yes,No,One year,No,Electronic check,42.48,No,637.2
CUST0722,Male,0,Yes,Yes,47,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,One year,Yes,Credit card,39.52,No,1857.44
CUST0723,Female,0,No,No,9,Yes,No,DSL,No,No internet service,Yes,No internet service,One year,No,Mailed check,36.54,No,328.86
CUST0724,Male,1,No,No,37,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,97.72,No,3615.64
CUST0725,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.9,No,772.2
CUST0726,Male,0,No,Yes,35,Yes,Yes,No,Yes,No internet service,No,No internet service,Two year,Yes,Credit card,72.66,No,2543.1
CUST0727,Male,0,No,Yes,58,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,65.15,No,3778.7
CUST0728,Male,0,No,Yes,62,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,77.96,Yes,4833.52
CUST0729,Male,1,Yes,Yes,45,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,107.72,Yes,4847.4
CUST0730,Female,0,Yes,Yes,2,Yes,No phone service,Fiber optic,No,No,No,No,One year,Yes,Mailed check,106.77,Yes,213.54
CUST0731,Male,1,No,No,64,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.11,Yes,4167.04
CUST0732,Male,0,No,Yes,7,Yes,Yes,DSL,No,No,Yes,No internet service,Month-to-month,Yes,Credit card,21.54,Yes,150.78
CUST0733,Male,0,Yes,Yes,50,Yes,No,DSL,No,No,No internet service,No internet service,Month-to-month,No,Credit card,62.64,No,3132.0
CUST0734,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,80.62,No,403.1
CUST0735,Female,0,No,Yes,38,Yes,Yes,No,Yes,No,Yes,No,One year,No,Credit card,75.78,No,2879.64
CUST0736,Male,0,No,Yes,59,Yes,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,85.13,Yes,5022.67
CUST0737,Female,1,Yes,Yes,27,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Mailed check,35.41,No,956.07
CUST0738,Male,0,Yes,Yes,53,Yes,No phone service,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer,84.65,No,4486.45
CUST0739,Male,1,Yes,Yes,36,No,No phone service,Fiber optic,No internet service,No internet service,No,No,One year,Yes,Credit card,38.27,No,1377.72
CUST0740,Female,0,No,No,8,Yes,No,No,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer,95.05,No,760.4
CUST0741,Male,1,Yes,Yes,55,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,53.91,No,2965.05
CUST0742,Female,0,No,No,58,No,No,No,No internet service,No internet service,Yes,No internet service,Two year,No,Credit card,90.99,No,5277.42
CUST0743,Female,0,Yes,No,1,Yes,No phone service,DSL,No,Yes,Yes,No,One year,Yes,Bank transfer,24.79,No,24.79
CUST0744,Male,0,Yes,Yes,60,Yes,No phone service,Fiber optic,No,Yes,No,Yes,One year,Yes,Credit card,60.79,Yes,3647.4
CUST0745,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,No,No internet service,One year,Yes,Electronic check,90.5,No,5158.5
CUST0746,Female,0,Yes,Yes,59,Yes,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card,42.69,Yes,2518.71
CUST0747,Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Mailed check,99.53,No,3881.67
CUST0748,Male,0,No,No,35,Yes,No,Fiber optic,No,No internet service,Yes,Yes,One year,Yes,Credit card,83.08,No,2907.8
CUST0749,Male,1,Yes,Yes,36,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,78.76,No,2835.36
CUST0750,Female,0,No,Yes,17,Yes,No phone service,DSL,No,Yes,No,No,Month-to-month,Yes,Bank transfer,55.35,Yes,940.95
CUST0751,Female,0,Yes,Yes,62,No,No,DSL,No internet service,No internet service,No,No internet service,One year,Yes,Credit card,68.25,Yes,4231.5
CUST0752,Male,0,Yes,Yes,21,Yes,No phone service,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,79.73,Yes,1674.33
CUST0753,Female,0,Yes,Yes,10,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Two year,No,Credit card,67.25,Yes,672.5
CUST0754,Female,0,Yes,No,57,Yes,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,89.83,Yes,5120.31
CUST0755,Female,0,No,No,56,Yes,No,DSL,No,No,Yes,No internet service,Month-to-month,Yes,Credit card,63.37,Yes,3548.72
CUST0756,Female,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No,One year,No,Electronic check,40.23,Yes,120.69
CUST0757,Female,0,Yes,No,6,No,No,DSL,No internet service,Yes,No internet service,No internet service,One year,Yes,Mailed check,41.39,No,248.34
CUST0758,Male,0,No,No,60,Yes,Yes,DSL,No internet service,No internet service,No,Yes,Two year,No,Electronic check,20.58,No,1234.8
CUST0759,Male,0,Yes,No,53,Yes,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.1,Yes,2655.3
CUST0760,Male,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,No,Yes,Two year,No,Mailed check,94.89,No,6357.63
CUST0761,Female,0,Yes,Yes,0,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,Two year,No,Credit card,99.42,No,0.0
CUST0762,Female,0,No,Yes,54,No,No phone service,DSL,No,No internet service,No internet service,No,One year,Yes,Electronic check,40.25,No,2173.5
CUST0763,Male,0,Yes,No,2,Yes,No phone service,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,115.9,No,231.8
CUST0764,Female,0,No,No,37,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,One year,Yes,Electronic check,70.24,No,2598.88
CUST0765,Male,0,Yes,Yes,0,Yes,No phone service,No,No internet service,Yes,No,No internet service,Two year,No,Credit card,111.7,No,0.0
CUST0766,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,90.68,No,3355.16
CUST0767,Male,0,No,Yes,28,Yes,No phone service,No,Yes,No internet service,No internet service,No,One year,Yes,Bank transfer,92.24,No,2582.72
CUST0768,Female,0,Yes,Yes,4,Yes,No,DSL,No,No,No internet service,Yes,One year,Yes,Mailed check,28.5,No,114.0
CUST0769,Female,0,Yes,No,20,Yes,No phone service,No,No internet service,No,No,Yes,One year,No,Bank transfer,42.0,No,840.0
CUST0770,Male,0,No,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,One year,Yes,Credit card,20.88,No,1461.6
CUST0771,Male,0,No,No,66,Yes,No,DSL,No,No internet service,No,No internet service,One year,Yes,Electronic check,91.61,No,6046.26
CUST0772,Male,1,No,No,46,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,54.44,No,2504.24
CUST0773,Male,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,No,Yes,One year,No,Electronic check,98.67,No,3354.78
CUST0774,Female,0,No,Yes,67,Yes,No,DSL,No,Yes,No,No internet service,Month-to-month,Yes,Credit card,53.89,Yes,3610.63
CUST0775,Female,0,Yes,Yes,68,Yes,No,No,No internet service,No,Yes,No internet service,Two year,No,Mailed check,101.93,No,6931.24
CUST0776,Male,0,No,No,0,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,Two year,No,Bank transfer,33.07,Yes,0.0
CUST0777,Male,0,Yes,No,67,Yes,No,No,No,Yes,No,No internet service,Month-to-month,No,Mailed check,37.34,No,2501.78
CUST0778,Female,1,Yes,No,11,Yes,No phone service,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,54.09,No,594.99
CUST0779,Female,0,Yes,Yes,59,Yes,Yes,DSL,No,No internet service,No,Yes,Two year,Yes,Mailed check,60.85,Yes,3590.15
CUST0780,Male,0,No,No,26,Yes,No phone service,DSL,No,Yes,Yes,Yes,One year,No,Credit card,54.87,No,1426.62
CUST0781,Male,0,No,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Two year,Yes,Credit card,96.36,Yes,5299.8
CUST0782,Male,0,Yes,No,22,Yes,No phone service,DSL,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,29.7,No,653.4
CUST0783,Female,0,No,No,24,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card,55.12,Yes,1322.88
